N,P,K,temperature,humidity,ph,rainfall,soil_type,season,district,region,label
90.78,58.7,57.95,17.02,53.48,6.93,168.13,Loamy,Rabi,Tumakuru,South Karnataka,onion
22.24,49.95,21.37,25.35,41.6,6.94,120.86,Black,Rabi,Bagalkote,North Karnataka,pigeonpeas
87.92,41.25,47.88,25.91,66.74,7.0,862.56,Loamy,Kharif,Haveri,North Karnataka,maize
190.92,39.89,118.78,25.89,88.58,5.52,2475.62,Laterite,Kharif,Uttara Kannada,Coastal Karnataka,coffee
60.0,37.7,35.6,27.12,46.51,6.65,123.06,Black,Rabi,Yadgir,North Karnataka,sesame
60.0,56.39,60.0,27.27,79.58,6.92,426.43,Loamy,Kharif,Hassan,Malnad,turmeric
62.09,48.23,64.2,27.85,58.0,7.09,1295.28,Black,Kharif,Chitradurga,South Karnataka,cotton
83.7,41.21,48.4,30.06,61.9,6.94,577.61,Loamy,Kharif,Davanagere,North Karnataka,maize
140.49,41.54,165.4,31.69,75.0,6.21,703.3,Loamy,Kharif,Haveri,North Karnataka,banana
60.0,41.74,45.23,27.09,56.84,7.3,576.89,Loamy,Kharif,Davanagere,North Karnataka,sunflower
23.88,46.24,31.41,34.19,67.01,6.34,459.23,Red,Kharif,Raichur,North Karnataka,blackgram
16.99,45.68,65.78,28.77,64.16,6.45,454.54,Red,Kharif,Vijayapura,North Karnataka,groundnut
97.83,42.0,49.18,26.67,82.14,5.8,3344.85,Laterite,Kharif,Dakshina Kannada,Coastal Karnataka,rice
40.0,24.89,37.26,27.75,58.96,5.78,145.38,Red,Rabi,Vijayapura,North Karnataka,jowar
76.45,43.67,81.39,21.61,76.16,6.5,1851.42,Alluvial,Kharif,Shivamogga,Malnad,cardamom
55.73,20.0,61.78,31.6,75.34,5.24,135.16,Laterite,Rabi,Dakshina Kannada,Coastal Karnataka,cashew
40.97,36.74,42.28,22.01,61.86,6.57,311.81,Sandy,Rabi,Kolar,South Karnataka,guava
207.57,83.75,100.81,28.6,65.32,6.38,396.65,Red,Kharif,Raichur,North Karnataka,sugarcane
20.0,36.21,40.07,29.0,66.09,6.89,1410.43,Sandy,Kharif,Chitradurga,South Karnataka,mungbean
22.96,22.51,30.0,22.32,49.27,5.81,107.56,Red,Rabi,Chamarajanagara,South Karnataka,horsegram
104.37,38.14,101.69,20.86,76.59,6.42,111.54,Loamy,Rabi,Kodagu,Malnad,pepper
114.09,42.25,63.84,23.42,72.56,6.55,365.23,Sandy,Kharif,Chikkaballapura,South Karnataka,tomato
40.0,20.39,38.37,26.35,50.85,6.37,151.14,Red,Rabi,Bagalkote,North Karnataka,jowar
82.6,40.94,109.7,26.46,93.56,5.38,3048.03,Laterite,Kharif,Dakshina Kannada,Coastal Karnataka,pepper
16.56,28.21,16.31,29.05,54.93,6.5,504.71,Red,Kharif,Kalaburagi,North Karnataka,mothbeans
43.68,32.97,73.24,25.84,54.53,6.7,225.35,Sandy,Rabi,Chitradurga,South Karnataka,guava
229.78,66.03,121.44,27.81,68.03,6.39,417.0,Red,Kharif,Mandya,South Karnataka,sugarcane
137.74,41.22,141.35,30.26,80.34,6.96,147.71,Alluvial,Zaid,Mysuru,South Karnataka,papaya
68.16,39.02,68.37,24.44,70.6,6.5,151.82,Alluvial,Rabi,Dakshina Kannada,Coastal Karnataka,cashew
66.27,36.96,65.72,27.39,87.29,6.5,3328.38,Alluvial,Kharif,Udupi,Coastal Karnataka,cashew
233.97,88.16,138.51,24.45,83.15,6.84,2204.43,Alluvial,Kharif,Shivamogga,Malnad,sugarcane
88.24,45.48,59.11,24.01,61.82,6.25,584.27,Red,Kharif,Gadag,North Karnataka,sunflower
88.2,43.04,49.22,22.24,53.71,6.48,410.75,Red,Rabi,Davanagere,North Karnataka,maize
176.29,54.09,123.45,27.1,81.23,6.5,2704.66,Alluvial,Kharif,Uttara Kannada,Coastal Karnataka,arecanut
65.37,47.84,58.96,26.42,52.59,6.21,1364.48,Sandy,Kharif,Chitradurga,South Karnataka,sunflower
64.24,55.27,42.17,34.72,42.31,6.31,158.94,Red,Rabi,Bagalkote,North Karnataka,sunflower
82.9,40.61,108.02,21.49,76.0,6.13,1612.89,Red,Kharif,Chikkamagaluru,Malnad,pepper
65.77,37.24,68.4,31.75,79.11,6.5,102.52,Alluvial,Zaid,Dakshina Kannada,Coastal Karnataka,cashew
39.69,29.45,27.91,28.35,57.06,6.66,222.34,Sandy,Rabi,Chitradurga,South Karnataka,sesame
152.62,41.38,177.0,34.92,80.65,6.92,167.06,Alluvial,Zaid,Mysuru,South Karnataka,banana
22.75,39.06,20.64,23.67,53.93,6.74,194.12,Black,Rabi,Chitradurga,South Karnataka,horsegram
113.74,52.15,190.09,28.22,82.13,6.06,1581.78,Sandy,Kharif,Chitradurga,South Karnataka,banana
61.34,25.41,23.61,26.61,47.16,6.24,237.54,Sandy,Rabi,Raichur,North Karnataka,jowar
80.56,23.8,97.66,30.48,57.33,5.66,433.61,Red,Kharif,Dharwad,North Karnataka,mango
119.2,57.98,114.6,30.21,60.3,6.38,185.89,Red,Zaid,Raichur,North Karnataka,papaya
74.08,36.11,74.85,24.52,42.11,7.49,158.12,Black,Rabi,Bagalkote,North Karnataka,mango
193.81,76.71,133.73,25.44,87.95,6.25,419.81,Red,Kharif,Hassan,Malnad,coconut
83.5,40.44,46.35,22.54,81.93,6.26,498.34,Loamy,Kharif,Kodagu,Malnad,rice
40.0,21.05,37.76,21.8,44.96,5.99,402.93,Red,Kharif,Hassan,Malnad,ragi
95.5,59.78,51.52,28.69,61.52,7.35,639.48,Loamy,Kharif,Belagavi,North Karnataka,chilli
139.12,41.74,172.11,28.38,80.37,6.32,117.6,Loamy,Zaid,Dharwad,North Karnataka,banana
109.17,41.91,85.02,20.11,67.07,6.22,144.45,Loamy,Rabi,Hassan,Malnad,tomato
65.61,35.66,78.37,30.55,41.15,6.95,98.34,Black,Zaid,Dharwad,North Karnataka,mango
180.83,43.67,81.78,22.43,73.03,5.99,73.84,Laterite,Zaid,Kodagu,Malnad,coffee
105.52,45.35,126.31,30.97,84.66,5.64,2792.66,Laterite,Kharif,Udupi,Coastal Karnataka,arecanut
133.48,42.98,121.34,27.79,91.27,6.55,3070.89,Alluvial,Kharif,Udupi,Coastal Karnataka,coconut
100.98,76.31,72.55,22.46,69.46,6.31,382.55,Red,Kharif,Ramanagara,South Karnataka,tomato
80.13,45.2,82.39,24.07,77.55,6.5,334.57,Alluvial,Rabi,Udupi,Coastal Karnataka,pepper
65.12,37.35,68.18,26.3,85.91,6.5,3609.26,Alluvial,Kharif,Dakshina Kannada,Coastal Karnataka,cashew
265.85,87.58,148.46,26.18,69.81,6.9,327.26,Loamy,Kharif,Mysuru,South Karnataka,sugarcane
163.56,54.24,155.31,26.7,80.86,5.8,3257.59,Laterite,Kharif,Dakshina Kannada,Coastal Karnataka,coconut
95.79,33.87,97.32,28.14,79.99,5.24,103.61,Laterite,Zaid,Dakshina Kannada,Coastal Karnataka,pepper
210.13,82.23,147.64,31.4,74.04,7.15,307.77,Loamy,Kharif,Bagalkote,North Karnataka,sugarcane
60.0,41.25,41.07,21.11,49.59,6.33,321.68,Loamy,Rabi,Davanagere,North Karnataka,sunflower
245.38,91.92,127.86,24.32,60.0,7.45,151.27,Black,Rabi,Bagalkote,North Karnataka,sugarcane
119.11,41.78,65.29,20.36,66.25,6.37,163.68,Loamy,Rabi,Mandya,South Karnataka,mulberry
60.0,41.67,48.39,22.69,57.07,6.79,140.99,Loamy,Rabi,Bagalkote,North Karnataka,sunflower
109.83,41.47,69.5,21.07,65.38,7.13,251.28,Loamy,Rabi,Kolar,South Karnataka,mulberry
64.59,22.79,78.62,31.42,53.2,6.99,237.01,Sandy,Zaid,Kolar,South Karnataka,guava
18.0,45.47,30.22,28.27,55.46,6.96,448.59,Red,Kharif,Koppala,North Karnataka,pigeonpeas
69.31,41.1,60.0,29.01,59.28,6.64,135.53,Black,Rabi,Vijayapura,North Karnataka,sunflower
231.68,84.93,159.65,31.66,63.7,6.94,153.2,Alluvial,Rabi,Mandya,South Karnataka,sugarcane
136.25,72.96,158.61,27.73,75.35,6.96,243.87,Sandy,Rabi,Chitradurga,South Karnataka,coconut
116.2,58.18,42.39,24.04,57.03,6.24,132.76,Red,Rabi,Belagavi,North Karnataka,maize
68.28,44.21,37.09,33.99,58.18,6.79,354.28,Black,Kharif,Vijayapura,North Karnataka,bajra
53.06,37.23,40.0,26.8,62.46,7.11,414.88,Loamy,Kharif,Mandya,South Karnataka,ragi
17.04,48.62,20.72,27.04,41.3,6.85,143.58,Black,Rabi,Kalaburagi,North Karnataka,pigeonpeas
72.12,41.84,112.04,31.83,71.11,6.5,118.54,Alluvial,Zaid,Shivamogga,Malnad,cardamom
118.02,41.72,110.99,25.56,67.83,6.99,168.52,Loamy,Rabi,Mandya,South Karnataka,papaya
20.0,54.36,28.33,22.28,53.81,7.33,153.64,Sandy,Rabi,Ballari,North Karnataka,pigeonpeas
91.28,40.66,39.66,30.25,64.82,6.32,359.24,Red,Kharif,Ballari,North Karnataka,bajra
73.72,50.0,61.05,25.5,73.39,7.43,840.55,Black,Kharif,Haveri,North Karnataka,chilli
61.14,49.97,60.0,27.01,60.82,7.39,506.98,Black,Kharif,Gadag,North Karnataka,sunflower
134.19,41.21,61.01,24.74,67.88,6.98,126.83,Loamy,Rabi,Hassan,Malnad,mulberry
169.0,52.64,177.52,24.97,88.31,6.29,421.68,Red,Kharif,Hassan,Malnad,coconut
42.23,20.0,64.39,28.57,78.33,5.55,197.83,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,cashew
26.79,52.06,39.21,27.99,36.22,6.16,193.91,Red,Rabi,Raichur,North Karnataka,chickpea
124.08,39.32,98.91,21.87,75.86,6.46,229.57,Loamy,Rabi,Shivamogga,Malnad,coffee
67.77,47.74,46.62,23.52,37.6,6.32,209.54,Red,Rabi,Chitradurga,South Karnataka,sunflower
108.06,45.89,155.46,24.98,70.12,6.27,1658.36,Red,Kharif,Chitradurga,South Karnataka,coconut
63.59,50.0,79.32,31.9,58.73,6.82,357.14,Black,Kharif,Koppala,North Karnataka,chilli
40.0,23.54,43.0,24.7,73.4,6.18,374.41,Red,Kharif,Tumakuru,South Karnataka,sapota
247.45,69.95,159.93,26.81,70.25,6.39,597.16,Red,Kharif,Belagavi,North Karnataka,sugarcane
17.81,58.22,60.12,33.34,63.52,6.45,486.37,Sandy,Kharif,Raichur,North Karnataka,groundnut
22.42,49.68,62.46,28.88,55.25,6.62,484.48,Black,Kharif,Yadgir,North Karnataka,groundnut
52.31,20.4,44.29,34.19,80.22,6.2,1534.93,Red,Kharif,Chikkamagaluru,Malnad,cashew
93.74,72.06,75.53,24.38,68.72,6.0,154.65,Laterite,Rabi,Hassan,Malnad,tomato
40.0,22.61,45.78,28.83,50.72,6.5,186.47,Red,Zaid,Mysuru,South Karnataka,guava
66.47,59.32,53.44,20.18,54.1,6.01,218.65,Loamy,Rabi,Mysuru,South Karnataka,onion
273.62,95.84,144.52,25.28,70.55,6.14,335.19,Red,Kharif,Bagalkote,North Karnataka,sugarcane
119.17,53.48,56.94,23.95,86.76,5.56,592.28,Laterite,Kharif,Kodagu,Malnad,rice
226.6,68.57,153.64,26.26,72.95,6.0,191.24,Laterite,Rabi,Shivamogga,Malnad,sugarcane
45.69,34.22,58.3,22.56,67.43,6.96,157.46,Loamy,Rabi,Ramanagara,South Karnataka,sapota
110.53,40.87,89.66,19.12,56.2,6.53,261.59,Loamy,Rabi,Kolar,South Karnataka,tomato
40.0,21.69,41.57,23.22,77.24,6.5,354.95,Red,Kharif,Mysuru,South Karnataka,guava
45.51,36.9,58.89,28.57,55.58,6.85,68.33,Loamy,Zaid,Ramanagara,South Karnataka,guava
60.12,20.0,26.64,25.13,65.0,5.98,219.03,Laterite,Rabi,Chikkamagaluru,Malnad,jowar
62.5,49.72,62.18,27.24,59.75,6.17,561.62,Red,Kharif,Gadag,North Karnataka,cotton
81.87,37.69,102.16,24.64,52.22,6.59,158.36,Loamy,Rabi,Mandya,South Karnataka,tobacco
80.49,46.05,81.38,20.82,51.3,6.06,184.85,Red,Rabi,Mysuru,South Karnataka,tomato
63.74,30.36,23.24,31.43,66.31,6.78,1527.77,Sandy,Kharif,Chitradurga,South Karnataka,ragi
66.37,36.45,66.03,30.2,80.35,6.5,3321.18,Alluvial,Kharif,Dakshina Kannada,Coastal Karnataka,cashew
115.64,46.65,193.32,28.2,72.9,5.62,116.87,Laterite,Zaid,Hassan,Malnad,arecanut
132.78,46.14,137.21,24.61,60.0,6.58,160.89,Black,Rabi,Bagalkote,North Karnataka,papaya
81.08,70.93,90.39,26.4,71.37,6.05,393.61,Red,Kharif,Tumakuru,South Karnataka,tomato
60.09,42.52,33.0,24.84,56.81,6.66,396.1,Black,Kharif,Koppala,North Karnataka,bajra
133.88,39.46,84.08,23.16,74.33,6.11,115.7,Loamy,Zaid,Shivamogga,Malnad,coffee
59.52,39.41,52.56,23.57,65.72,6.59,337.25,Loamy,Kharif,Mysuru,South Karnataka,sapota
73.74,59.04,54.76,28.96,46.89,6.08,133.32,Red,Rabi,Bagalkote,North Karnataka,sunflower
110.29,56.45,51.0,24.08,52.52,6.1,211.9,Sandy,Rabi,Tumakuru,South Karnataka,maize
40.0,23.74,35.77,27.62,35.22,6.01,1412.46,Red,Kharif,Chikkamagaluru,Malnad,jowar
161.82,75.8,156.24,27.2,75.61,6.55,505.59,Sandy,Kharif,Raichur,North Karnataka,banana
170.47,41.98,138.49,24.26,82.77,5.9,349.36,Laterite,Rabi,Udupi,Coastal Karnataka,arecanut
20.09,44.94,35.14,26.81,63.15,6.62,527.02,Black,Kharif,Kalaburagi,North Karnataka,mungbean
146.5,53.52,122.7,22.82,60.77,6.12,242.8,Red,Rabi,Mysuru,South Karnataka,papaya
66.04,42.82,60.0,24.98,59.95,7.49,362.4,Black,Kharif,Koppala,North Karnataka,sunflower
137.54,42.54,166.93,30.37,82.7,6.62,65.08,Black,Zaid,Vijayapura,North Karnataka,banana
65.31,39.68,73.43,26.34,66.67,6.84,1555.92,Black,Kharif,Chitradurga,South Karnataka,guava
76.95,50.0,69.08,29.29,54.13,7.03,168.21,Black,Rabi,Ballari,North Karnataka,chilli
78.28,23.51,46.25,21.68,64.47,6.94,193.45,Sandy,Rabi,Tumakuru,South Karnataka,guava
110.11,43.17,57.62,27.23,80.29,5.81,2185.61,Laterite,Kharif,Shivamogga,Malnad,rice
40.0,41.39,43.4,22.02,50.12,6.1,1271.44,Loamy,Kharif,Chikkamagaluru,Malnad,kidneybeans
40.0,20.46,44.84,28.79,78.61,6.05,74.39,Red,Zaid,Bagalkote,North Karnataka,sapota
134.21,51.06,80.87,24.85,72.29,5.61,75.76,Laterite,Zaid,Kodagu,Malnad,coffee
40.0,20.64,31.8,27.3,37.81,6.33,209.76,Red,Rabi,Raichur,North Karnataka,jowar
52.13,35.52,40.0,24.43,69.93,6.94,382.95,Loamy,Kharif,Tumakuru,South Karnataka,ragi
57.26,31.14,46.09,30.69,50.02,6.92,234.82,Loamy,Zaid,Kolar,South Karnataka,guava
64.46,40.82,60.0,26.68,46.15,6.8,237.41,Black,Rabi,Koppala,North Karnataka,sunflower
135.59,59.56,148.13,29.88,71.66,5.8,90.69,Laterite,Zaid,Dakshina Kannada,Coastal Karnataka,arecanut
190.95,62.76,131.77,24.93,77.56,5.76,166.26,Laterite,Rabi,Dakshina Kannada,Coastal Karnataka,coconut
40.0,24.42,34.04,27.12,64.83,5.98,502.49,Red,Kharif,Raichur,North Karnataka,jowar
40.0,21.96,38.51,26.05,66.75,6.41,690.59,Red,Kharif,Chamarajanagara,South Karnataka,ragi
148.79,49.96,154.35,32.81,82.47,6.64,78.56,Black,Zaid,Bagalkote,North Karnataka,banana
22.73,43.19,46.24,33.59,65.03,6.55,567.55,Black,Kharif,Kalaburagi,North Karnataka,blackgram
80.51,35.47,86.02,32.01,52.4,6.68,148.4,Loamy,Zaid,Mysuru,South Karnataka,mango
23.48,47.1,22.73,25.45,42.93,6.59,120.03,Black,Rabi,Bagalkote,North Karnataka,pigeonpeas
107.64,22.41,116.46,28.77,60.0,5.78,315.42,Red,Kharif,Chikkaballapura,South Karnataka,mango
84.93,50.0,71.11,25.97,54.83,6.98,152.65,Black,Rabi,Dharwad,North Karnataka,chilli
69.67,20.0,72.2,29.51,84.09,5.81,3071.74,Laterite,Kharif,Dakshina Kannada,Coastal Karnataka,cashew
75.77,58.33,56.9,28.18,56.32,6.94,488.49,Sandy,Kharif,Raichur,North Karnataka,sunflower
79.19,51.68,92.6,20.81,87.97,5.66,494.14,Laterite,Kharif,Kodagu,Malnad,ginger
71.71,45.5,60.0,27.37,50.37,6.51,417.4,Black,Kharif,Ballari,North Karnataka,sunflower
40.0,22.98,32.54,32.2,49.13,5.9,588.62,Red,Kharif,Kalaburagi,North Karnataka,jowar
139.51,42.05,178.13,30.16,72.15,6.3,104.7,Laterite,Zaid,Hassan,Malnad,coconut
67.22,35.01,67.76,32.48,78.64,6.5,112.21,Alluvial,Zaid,Dakshina Kannada,Coastal Karnataka,cashew
40.0,22.33,31.49,29.71,33.11,6.35,224.74,Red,Rabi,Raichur,North Karnataka,jowar
71.9,37.83,36.62,22.12,64.18,6.97,268.83,Alluvial,Kharif,Mysuru,South Karnataka,ragi
133.69,41.6,78.01,24.43,77.58,6.97,404.03,Loamy,Kharif,Hassan,Malnad,mulberry
226.29,93.71,156.81,32.24,77.6,7.56,227.37,Black,Rabi,Raichur,North Karnataka,sugarcane
63.13,48.33,60.0,28.33,47.09,7.1,387.22,Black,Kharif,Raichur,North Karnataka,sunflower
135.7,65.39,175.78,22.37,77.22,6.16,121.86,Loamy,Rabi,Kodagu,Malnad,coconut
71.19,31.52,84.13,25.76,78.4,5.13,539.76,Laterite,Kharif,Kodagu,Malnad,pepper
63.18,24.05,27.02,24.16,65.05,5.92,365.65,Sandy,Kharif,Chikkaballapura,South Karnataka,ragi
27.53,40.64,33.05,24.1,39.31,7.5,186.9,Red,Rabi,Kalaburagi,North Karnataka,chickpea
127.28,40.33,68.16,22.19,68.21,6.8,131.54,Loamy,Rabi,Ramanagara,South Karnataka,mulberry
124.08,48.4,162.69,25.72,75.0,6.72,353.96,Black,Kharif,Vijayapura,North Karnataka,banana
77.51,35.85,92.55,26.32,75.0,6.03,104.33,Loamy,Zaid,Chikkamagaluru,Malnad,pepper
93.53,40.31,38.14,29.77,63.44,6.31,378.79,Red,Kharif,Raichur,North Karnataka,bajra
112.3,45.29,184.66,22.27,78.59,6.47,169.39,Red,Rabi,Tumakuru,South Karnataka,banana
74.88,46.48,37.92,25.09,59.73,7.09,425.74,Black,Kharif,Vijayapura,North Karnataka,bajra
63.89,48.7,54.97,22.98,50.7,6.32,145.54,Red,Rabi,Bagalkote,North Karnataka,sunflower
79.3,44.32,98.69,35.42,51.66,6.42,155.54,Loamy,Zaid,Mysuru,South Karnataka,watermelon
26.59,51.28,46.59,23.46,61.79,6.47,1570.13,Red,Kharif,Chikkamagaluru,Malnad,kidneybeans
40.0,41.68,48.29,21.19,66.23,6.48,1590.97,Loamy,Kharif,Chikkamagaluru,Malnad,kidneybeans
61.62,39.48,28.74,26.02,49.25,7.36,138.49,Black,Rabi,Vijayapura,North Karnataka,jowar
40.35,37.45,40.0,32.05,56.24,7.12,512.99,Loamy,Kharif,Belagavi,North Karnataka,jowar
60.0,54.3,60.0,21.74,83.98,6.68,1361.75,Loamy,Kharif,Chikkamagaluru,Malnad,turmeric
97.25,48.61,98.29,18.65,55.26,6.41,137.03,Red,Rabi,Ramanagara,South Karnataka,tomato
77.08,50.0,70.97,29.2,63.36,6.56,407.0,Black,Kharif,Raichur,North Karnataka,chilli
243.53,88.04,158.24,26.18,60.0,6.04,143.64,Red,Rabi,Belagavi,North Karnataka,sugarcane
123.76,41.37,95.92,21.34,66.55,6.48,129.0,Red,Rabi,Ramanagara,South Karnataka,mulberry
17.07,50.5,74.15,32.2,48.18,6.6,590.86,Black,Kharif,Yadgir,North Karnataka,groundnut
70.09,43.4,84.94,24.12,75.0,5.24,1878.81,Laterite,Kharif,Shivamogga,Malnad,cardamom
61.64,35.56,61.87,24.94,40.83,7.09,180.81,Black,Rabi,Dharwad,North Karnataka,mango
120.6,40.04,129.03,31.79,84.94,5.58,3324.37,Laterite,Kharif,Udupi,Coastal Karnataka,coconut
40.0,23.77,47.77,27.97,70.52,6.42,1300.33,Red,Kharif,Chitradurga,South Karnataka,sapota
81.39,40.12,83.46,29.24,77.76,6.5,213.35,Alluvial,Zaid,Udupi,Coastal Karnataka,pepper
197.73,49.69,125.14,28.88,76.05,6.94,147.87,Sandy,Zaid,Chitradurga,South Karnataka,coconut
18.85,53.27,76.78,30.51,45.77,6.8,182.87,Sandy,Rabi,Raichur,North Karnataka,groundnut
69.19,37.84,138.8,20.53,79.97,6.17,224.88,Loamy,Rabi,Shivamogga,Malnad,pepper
172.81,47.11,160.03,31.51,63.36,6.18,91.59,Red,Zaid,Bagalkote,North Karnataka,papaya
22.7,59.51,71.47,28.42,50.64,6.42,212.99,Red,Rabi,Tumakuru,South Karnataka,groundnut
20.0,42.97,31.37,27.42,67.21,6.15,378.91,Sandy,Kharif,Raichur,North Karnataka,blackgram
174.35,45.59,176.4,28.25,79.78,6.99,88.73,Black,Zaid,Bagalkote,North Karnataka,banana
67.93,40.69,50.0,22.69,52.53,6.47,224.75,Red,Rabi,Mysuru,South Karnataka,onion
75.9,20.0,44.78,27.61,71.08,5.22,207.81,Laterite,Rabi,Shivamogga,Malnad,cashew
111.52,59.02,92.63,23.31,66.67,6.97,151.89,Laterite,Rabi,Hassan,Malnad,mulberry
129.87,50.91,75.75,27.05,71.12,6.28,471.28,Red,Kharif,Ramanagara,South Karnataka,mulberry
18.91,49.47,77.09,31.98,66.56,6.81,410.44,Black,Kharif,Bagalkote,North Karnataka,groundnut
109.99,43.2,167.02,26.83,76.68,6.17,471.74,Red,Kharif,Raichur,North Karnataka,banana
134.0,57.42,186.96,28.47,76.81,6.46,57.41,Red,Zaid,Vijayapura,North Karnataka,papaya
104.41,50.69,91.07,21.04,84.82,6.22,419.74,Laterite,Kharif,Hassan,Malnad,mulberry
93.9,57.19,50.0,25.52,56.49,6.19,145.95,Red,Rabi,Bagalkote,North Karnataka,chilli
16.82,48.61,63.31,31.77,60.77,6.51,1430.05,Black,Kharif,Chitradurga,South Karnataka,groundnut
71.81,46.97,75.28,25.47,44.76,6.76,120.75,Black,Rabi,Bagalkote,North Karnataka,onion
88.26,50.0,71.3,27.08,51.21,7.06,171.43,Black,Rabi,Dharwad,North Karnataka,chilli
69.43,40.6,63.12,29.33,40.51,6.6,118.92,Black,Zaid,Koppala,North Karnataka,muskmelon
40.0,21.25,36.16,27.91,67.31,6.0,383.81,Red,Kharif,Ramanagara,South Karnataka,ragi
126.77,48.95,85.41,22.46,61.4,6.91,276.77,Sandy,Rabi,Chikkaballapura,South Karnataka,mulberry
71.79,42.58,101.16,28.57,75.32,5.13,171.23,Laterite,Zaid,Udupi,Coastal Karnataka,pepper
40.0,24.47,36.45,26.82,43.58,5.89,114.22,Red,Rabi,Vijayapura,North Karnataka,jowar
95.95,41.84,68.47,21.32,72.14,6.67,432.55,Loamy,Kharif,Ramanagara,South Karnataka,tomato
62.49,21.69,79.32,31.45,56.64,5.65,381.6,Red,Kharif,Dharwad,North Karnataka,mango
124.72,43.67,161.63,34.06,83.97,6.01,105.13,Red,Zaid,Belagavi,North Karnataka,banana
119.94,41.99,183.01,24.54,82.8,6.47,119.8,Loamy,Rabi,Belagavi,North Karnataka,banana
82.39,57.16,50.0,20.04,52.97,6.43,138.5,Red,Rabi,Bagalkote,North Karnataka,chilli
99.57,30.97,86.81,24.75,75.0,5.5,75.5,Laterite,Zaid,Kodagu,Malnad,pepper
133.35,58.35,77.42,28.89,62.65,6.28,306.05,Red,Kharif,Chikkaballapura,South Karnataka,mulberry
24.53,42.31,44.38,26.6,70.51,6.67,1458.21,Black,Kharif,Chitradurga,South Karnataka,mungbean
79.03,35.81,70.9,29.59,43.06,7.09,142.31,Alluvial,Zaid,Mysuru,South Karnataka,mango
73.46,58.6,95.64,26.22,81.53,6.29,1285.93,Laterite,Kharif,Chikkamagaluru,Malnad,turmeric
125.89,32.34,96.57,23.12,77.85,6.08,201.27,Loamy,Rabi,Chikkamagaluru,Malnad,coffee
63.17,24.11,103.57,29.5,40.2,5.62,716.07,Red,Kharif,Chamarajanagara,South Karnataka,mango
65.49,56.09,64.85,32.96,35.32,6.42,71.06,Red,Zaid,Vijayapura,North Karnataka,watermelon
29.61,46.61,36.39,18.73,39.88,6.51,139.43,Black,Rabi,Yadgir,North Karnataka,chickpea
130.28,61.3,150.63,23.28,74.99,5.52,159.81,Laterite,Rabi,Hassan,Malnad,coconut
78.72,49.13,82.58,23.08,84.26,5.69,316.2,Red,Kharif,Hassan,Malnad,ginger
84.02,50.0,78.55,27.65,53.05,6.72,323.41,Black,Kharif,Ballari,North Karnataka,chilli
265.36,66.92,107.68,26.6,64.2,6.92,682.56,Loamy,Kharif,Belagavi,North Karnataka,sugarcane
31.47,20.53,39.24,25.11,53.34,5.52,138.4,Red,Rabi,Mandya,South Karnataka,sesame
16.66,34.41,20.7,32.26,48.36,6.5,479.73,Red,Kharif,Yadgir,North Karnataka,mothbeans
85.72,33.27,102.16,28.85,75.09,5.51,205.02,Laterite,Rabi,Uttara Kannada,Coastal Karnataka,pepper
111.75,51.06,42.56,31.24,57.32,6.28,426.79,Red,Kharif,Dharwad,North Karnataka,maize
97.03,39.95,118.19,27.35,45.69,6.16,686.83,Loamy,Kharif,Chamarajanagara,South Karnataka,mango
172.76,45.97,192.26,30.32,79.66,6.82,86.31,Alluvial,Zaid,Mandya,South Karnataka,papaya
22.62,36.93,22.82,28.88,52.26,6.31,284.51,Loamy,Rabi,Kolar,South Karnataka,horsegram
16.92,49.92,31.09,21.6,48.21,6.68,223.19,Black,Rabi,Koppala,North Karnataka,pigeonpeas
42.8,35.82,22.93,30.02,61.46,6.73,1428.93,Sandy,Kharif,Chitradurga,South Karnataka,ragi
40.0,22.66,38.59,26.32,57.47,6.06,127.01,Red,Rabi,Gadag,North Karnataka,jowar
77.98,53.33,84.94,33.97,43.58,6.45,116.56,Red,Zaid,Koppala,North Karnataka,watermelon
148.2,59.59,162.29,29.51,71.76,5.87,177.66,Laterite,Rabi,Dakshina Kannada,Coastal Karnataka,arecanut
53.38,20.33,60.77,29.45,61.91,5.92,119.59,Red,Zaid,Chikkamagaluru,Malnad,cashew
77.62,45.99,60.0,27.75,54.47,7.1,139.1,Black,Rabi,Vijayapura,North Karnataka,sunflower
16.98,46.43,32.73,24.29,46.28,6.8,208.2,Black,Rabi,Chitradurga,South Karnataka,pigeonpeas
136.96,48.89,169.5,26.07,82.49,6.15,249.81,Red,Rabi,Haveri,North Karnataka,banana
108.31,24.8,71.15,34.55,43.29,5.97,171.7,Red,Zaid,Mysuru,South Karnataka,mango
110.44,71.08,63.4,20.21,62.87,6.16,249.5,Red,Rabi,Chikkaballapura,South Karnataka,tomato
77.45,49.75,113.08,23.7,82.68,5.49,621.48,Laterite,Kharif,Kodagu,Malnad,cardamom
98.85,41.08,54.2,26.93,84.59,6.31,356.13,Loamy,Kharif,Hassan,Malnad,rice
18.27,20.0,26.5,22.54,45.74,5.73,166.96,Laterite,Rabi,Hassan,Malnad,horsegram
83.58,41.96,77.51,22.92,67.0,6.25,371.79,Loamy,Kharif,Tumakuru,South Karnataka,tomato
31.7,45.22,44.5,24.0,65.71,6.88,586.27,Black,Kharif,Belagavi,North Karnataka,kidneybeans
40.0,21.92,43.47,28.96,69.97,6.5,431.97,Red,Kharif,Kolar,South Karnataka,guava
